Column1,Column2,Column3,Column4,Column5,Column6
97,32,12589,8162,3416,11577
32,117,36556,5846,28395,34241
117,110,22053,5677,16207,21884
110,105,20255,6035,14578,20614
105,118,26283,6543,20247,26791
118,101,7234,8678,691,9369
101,114,19442,7159,10764,17923
114,115,29204,9373,22045,31418
115,105,14823,5227,5450,10677
105,100,11061,7358,5833,13191
100,97,32532,5542,25174,30716
100,32,23868,6849,13795,20644
32,121,39275,5847,32426,38273
121,32,21143,7257,15297,22554
32,101,47128,9873,39871,49744
101,115,27290,9470,17417,26887
115,116,13298,6946,3828,10774
116,97,19652,10969,12706,23674
97,32,12686,8751,1717,10468
32,99,25663,6447,16912,23359
99,97,11178,12808,4731,17539
97,114,18937,5947,6129,12076
114,114,15810,7668,9863,17532
114,101,13000,12384,5332,17716
101,114,55170,4644,42786,47430
114,97,24383,10877,19739,30615
97,83,30261,10673,19045,29717
83,83,27014,11444,16342,27786
83,111,21121,5938,9677,15615
111,121,43827,5420,37888,43308
121,32,23952,7053,18532,25586
32,105,27592,5954,20539,26492
105,116,26590,4828,20636,25465
116,115,9962,8660,5133,13793
115,101,21556,8357,12897,21254
101,108,18436,10261,10079,20341
108,32,30006,6747,19744,26491
32,118,22247,4939,15500,20439
118,97,42104,7545,37165,44709
97,122,22872,12571,15327,27898
122,113,25966,14912,13395,28307
113,117,23262,6043,8350,14393
117,101,13093,8058,7050,15107
101,122,30817,14513,22760,37273
122,32,24873,6035,10360,16395
32,117,28300,5135,22264,27399
117,110,20746,7654,15611,23265
110,97,15216,11283,7562,18845
97,32,13282,7364,1999,9362
32,99,18736,9174,11372,20546
99,104,13495,5735,4322,10056
104,105,21517,6364,15782,22146
105,99,11369,13152,5005,18157
99,97,32977,14009,19825,33835
97,32,21657,7559,7648,15207
32,101,24299,7415,16740,24155
101,115,21509,8566,14094,22660
115,116,13901,4934,5335,10269
116,117,42419,5719,37485,43204
117,100,15291,9518,9573,19091
100,105,12993,5552,3474,9026
97,110,11365,3818,19623,23441
97,110,11365,6841,19623,3023
110,116,23864,6240,17024,23264
116,101,22267,8848,16027,24875
101,32,24072,6330,15223,21553
113,117,47032,6126,33652,39778
117,101,15393,9465,9267,18733
101,32,17017,9486,7551,17037
32,101,14539,6916,5054,11970
115,32,9255,1809,25778,27587
115,32,9255,6341,25778,4532
32,109,25280,9260,18939,28200
109,117,26184,3527,16924,20451
117,121,19800,6096,16273,22369
121,32,26029,6341,19934,26275
112,101,13470,10381,6738,17119
101,114,21258,7046,10877,17922
114,115,24470,8761,17424,26185
115,105,12094,6711,3334,10045
105,115,9246,9176,2534,11710
115,116,20554,6339,11378,17717
116,101,10573,9059,4234,13293
101,116,37155,5845,28096,33942
116,101,16014,8895,10168,19063
101,32,28398,5542,19503,25045
121,32,24664,7157,18516,25673
32,109,23673,9264,16516,25780
109,117,31523,5430,22259,27690
117,121,21376,6629,15945,22574
100,101,19302,8266,11175,19440
101,32,16627,7040,8361,15401
32,113,10973,14505,3933,18438
113,117,18834,6757,4329,11086
117,101,11088,12881,4331,17212
101,32,16804,5739,3924,9663
32,111,51262,6443,45523,51966
32,113,7148,1105,26188,27293
32,113,7148,16407,26188,15302
113,117,20042,6036,3634,9670
117,101,18526,7365,12490,19855
101,32,14611,7750,7246,14996
113,117,15203,1724,32322,34046
113,117,15203,4851,32322,3127
117,105,19838,6546,14987,21534
105,101,9563,9781,3016,12797
101,114,21658,9668,11877,21546
114,111,27497,5532,17828,23360
111,32,27717,8637,22185,30822
108,111,41892,5733,17530,23263
111,32,26574,8257,20842,29099
32,104,23059,4941,14801,19742
97,103,6932,5034,16716,21750
97,103,6932,8259,16716,3225
103,111,26787,7043,18528,25571
111,32,26987,5135,19944,25079
32,109,18936,5845,13801,19646
109,117,20544,6444,14699,21143
117,121,19140,6642,12697,19338
121,32,25273,3836,18631,22467
32,100,13089,9569,9254,18822
100,101,27490,6651,17921,24572
101,99,24275,11389,17624,29013
99,105,16313,8764,4924,13688
105,100,49955,8151,41191,49342
100,105,19845,6132,11694,17826
105,100,24056,10582,17924,28506
100,97,32227,12893,21646,34539
44,32,36232,7442,29216,36658
116,97,16917,11884,11987,23871
109,98,24764,6156,14998,21154
98,105,17118,8365,10962,19327
105,101,13923,12166,5558,17725
101,110,13875,5748,1708,7456
110,32,20847,6349,15099,21448
32,115,21356,17115,15006,32121
115,111,20648,6840,3533,10373
111,121,30022,6120,23182,29303
121,32,26661,5649,20541,26190
32,109,20861,5732,15211,20944
109,117,23460,6754,17728,24482
117,121,22464,5129,15709,20839
121,32,25267,6344,20137,26481
32,114,51988,9851,45644,55496
114,101,23555,5728,13703,19431
101,115,23045,5345,17318,22663
115,112,22562,7048,17217,24265
112,101,14604,11281,7556,18837
101,116,27090,5743,15809,21552
116,117,30014,5335,24271,29606
117,111,37667,7258,32332,39590
111,115,22860,13095,15602,28698
115,97,34536,16315,21441,37756
97,44,21756,12378,5441,17819
44,32,29707,6340,17329,23669
32,105,26094,5529,19754,25283
116,101,13202,8153,5744,13897
101,108,24677,7039,16524,23563
108,105,21655,6635,14616,21251
105,103,25165,6345,18530,24875
103,101,9468,9773,3123,12896
101,110,15305,7964,5532,13495
110,116,21959,5840,13995,19836
116,101,14809,12484,8969,21453
101,32,57402,9373,44918,54291
99,114,24050,6747,18419,25166
114,101,14706,7151,7958,15109
101,97,36560,14904,29409,44313
97,116,19633,6545,4729,11274
116,105,29610,8054,23065,31118
105,118,31518,5240,23464,28704
118,97,14505,14305,9264,23570
97,32,26401,6434,12096,18530
32,115,16304,10267,9870,20137
115,111,17121,4023,6853,10876
111,59,27970,6208,22657,28866
59,97,13749,9279,7541,16820
97,100,25291,10178,16011,26189
100,111,14804,6061,4626,10687
111,114,16208,6977,10147,17125
114,97,38379,14198,31401,45599
97,32,30204,6049,16006,22056
121,32,52358,7254,46218,53472
32,109,28106,7658,20852,28509
109,117,26184,5833,18526,24360
117,121,18021,7554,12188,19742
121,32,26485,7655,18931,26586
32,100,39076,8564,31421,39985
100,101,21853,8566,13288,21854
101,115,25577,10477,17012,27489
115,105,19139,6948,8662,15610
105,100,33939,8361,26991,35352
100,105,16017,6341,7656,13997
105,100,10566,11633,4225,15858
100,97,25535,11828,13902,25730
97,100,27836,9873,16008,25880
44,32,36557,7799,26786,34585
117,121,29723,7027,22981,30008
121,32,31095,6246,24068,30315
32,118,33339,4023,27092,31116
118,97,10871,15511,6847,22359
108,105,20954,5433,14501,19935
105,101,13386,9973,7953,17926
101,110,10686,7040,712,7753
110,116,23771,5826,16731,22556
116,101,15794,10275,9969,20243
101,32,31328,4338,21054,25392
97,32,18529,7149,4127,11276
32,112,43700,10192,36551,46743
112,101,17422,6850,7230,14080
101,115,21957,9777,15107,24884
115,97,20642,9770,10865,20635
97,114,16343,5811,6573,12384
114,32,25446,6348,19635,25983
32,100,9387,10036,3039,13075
100,101,20735,8761,10698,19459
101,32,13805,7954,5045,12999
32,116,12474,7756,4520,12275
116,111,20039,2622,12284,14905
111,100,18331,13717,15709,29426
100,111,14499,6649,782,7431
111,32,28210,6253,21561,27814
32,108,25068,5645,18815,24460
108,111,18231,7549,12586,20136
111,32,28708,8548,21159,29707
32,113,15495,14911,6947,21858
113,117,18033,5740,3121,8861
117,101,12993,11889,7253,19142
101,32,15007,7148,3118,10266
32,104,28697,6042,21549,27591
104,101,16612,9063,10570,19634
101,32,9765,4335,702,5037
32,116,29211,6048,24876,30924
116,101,16618,9065,10570,19635
101,110,19230,8263,10165,18427
110,105,24677,5640,16415,22055
105,100,22651,5345,17011,22356
100,111,8973,4636,3628,8264
111,32,27393,6342,22757,29099
32,113,13701,14204,7359,21563
113,117,17638,6934,3434,10368
117,101,19010,11591,12076,23668
101,32,48844,6648,37253,43901
32,97,34765,13575,28117,41692
97,102,31505,9670,17929,27600
102,114,21751,7757,12081,19838
114,111,8558,6346,802,7147
111,110,24674,6965,18329,25293
110,116,26087,5032,19122,24154
116,97,19241,17715,14209,31924
97,114,19623,6041,1908,7949
114,32,40893,7966,34853,42818
32,101,29713,10266,21747,32013
101,110,10972,6440,706,7145
110,32,20640,7755,14201,21955
32,108,24068,4834,16313,21147
97,32,14531,1088,22187,23275
97,32,14531,7723,22187,6635
32,118,24644,5251,16920,22172
118,105,23971,7655,18720,26375
105,100,12601,9264,4946,14210
100,97,25051,10992,15786,26779
97,32,12491,8434,1499,9932
32,113,15021,14001,6587,20588
113,117,15408,5735,1407,7142
117,101,11673,7960,5937,13898
101,32,13396,7051,5436,12487
32,115,12383,10274,5332,15606
115,105,12336,6722,2062,8784
105,32,23317,7755,16595,24350
32,98,19534,5040,11779,16818
98,105,20746,6757,15706,22464
105,101,15510,10078,8752,18830
101,110,11982,5847,1904,7751
110,32,19856,5844,14009,19853
32,110,22547,5743,16703,22446
110,111,22754,6754,17011,23766
111,32,24576,7959,17821,25780
32,101,15411,7855,7452,15307
101,115,23864,9976,16009,25985
115,32,13997,6650,4022,10672
32,97,12790,12087,6140,18227
97,108,19643,13493,7556,21049
108,103,22756,8460,9263,17724
103,111,10626,5683,2166,7848
111,32,24723,6148,19040,25188
32,109,19533,6456,13385,19841
109,117,21247,4737,14792,19528
117,121,17522,8268,12785,21053
32,103,28234,6135,20856,26991
103,114,20934,6348,14800,21148
114,97,11183,12185,4835,17020
97,118,16724,5634,4539,10173
118,101,19225,8967,13591,22558
101,32,12486,7760,3518,11279
32,111,32427,6047,24667,30714
111,32,27696,5468,21650,27117
32,100,35951,11382,30484,41865
100,105,18748,6439,7367,13805
105,102,12874,9673,6435,16107
102,105,14502,6548,4830,11378
105,99,13999,11384,7450,18834
99,105,12079,4540,695,5235
105,108,27099,8365,22559,30924
108,32,26588,6750,18222,24973
32,101,29306,9876,22556,32432
101,110,15913,5637,6037,11675
110,32,20742,5249,15105,20354
32,109,19441,6241,14192,20433
109,105,19932,3831,13691,17522
105,32,22759,6749,18928,25677
32,118,21750,5346,15002,20347
118,105,23667,6762,18321,25083
105,100,15624,8664,8863,17527
100,97,29497,12089,20833,32922
97,32,20537,8570,8447,17018
32,97,11989,11086,3418,14504
97,32,11779,5645,693,6338
32,114,25381,8380,19736,28116
114,101,21449,8160,13070,21230
101,112,16116,4939,7955,12894
112,114,41091,7655,36153,43808
114,101,23565,8459,15909,24369
101,115,31615,6052,23156,29208
115,101,17729,7658,11677,19335
101,110,11476,7354,3818,11172
110,116,22258,6043,14904,20947
116,97,6835,12727,792,13519
97,100,15627,6142,2900,9042
100,111,33547,5733,27405,33138
111,32,26369,3933,20636,24569
32,108,27792,6751,23860,30610
108,111,18028,5949,11277,17226
111,32,21359,7753,15410,23163
32,113,11472,11691,3720,15410
113,117,14196,6149,2506,8655
117,101,12897,6247,6748,12995
101,32,12302,6933,6055,12988
32,115,16897,12293,9964,22257
115,111,13792,8272,1499,9771
111,121,25825,6012,17553,23565
121,32,23028,6084,17016,23100
32,97,15910,10083,9826,19909
97,99,32647,11973,22564,34536
99,116,21230,4759,9257,14016
117,97,24968,13195,19538,32733
108,109,20449,7762,14305,22066
109,101,11175,10379,3413,13792
101,110,11880,5951,1500,7451
110,116,24568,5447,18617,24065
116,101,12590,9448,7143,16591
44,32,26976,4347,20541,24888
116,97,15780,11212,9949,21161
97,109,15220,9776,4008,13784
109,98,21052,6350,11276,17627
98,105,20949,6944,14599,21543
105,101,13791,3531,6846,10377
101,110,11886,4394,8354,12748
110,32,20545,6247,16151,22398
32,109,21445,3938,15198,19136
109,101,14204,9573,10266,19840
101,32,13392,8263,3818,12081
99,111,7538,1105,23467,24573
99,111,7538,5041,23467,3935
111,110,26283,13997,21242,35239
110,115,21445,12793,7448,20241
115,105,15816,6145,3023,9168
105,100,13326,6913,7181,14095
100,101,18717,11563,11803,23366
101,114,20224,11992,8661,20653
114,111,13394,6549,1402,7951
111,32,24176,9770,17627,27396
32,117,21842,6052,12073,18124
117,110,21052,5942,15000,20942
110,97,18137,12185,12196,24381
97,32,12978,7558,793,8351
32,112,26083,5237,18524,23761
112,101,8859,9680,3622,13302
101,114,20347,8264,10667,18931
114,115,28199,8768,19935,28702
115,111,24276,5138,15508,20646
111,110,24571,5136,19433,24569
110,97,17417,12795,12281,25077
97,32,18237,5735,5442,11177
32,109,41383,7154,35648,42802
109,117,24175,6136,17021,23157
117,121,20745,5237,14608,19846
121,32,26186,6339,20948,27288
116,105,47732,5344,38467,43810
105,109,22256,7152,16913,24065
109,105,21353,4833,14201,19034
105,100,21656,9978,16822,26800
100,97,25270,13608,15292,28900
97,32,19643,7656,6035,13691
32,121,29208,5035,21551,26586
121,32,21452,6744,16416,23161
32,97,8150,11983,1406,13389
97,110,12895,7148,912,8061
110,116,24565,5450,17417,22867
116,105,26791,7058,21341,28399
105,115,24267,14108,17209,31317
115,111,17723,6055,3615,9670
111,99,20649,9570,14594,24164
99,105,13293,5041,3723,8764
105,97,22561,15111,17520,32631
97,108,17019,7362,1908,9270
108,32,28811,5052,21449,26501
113,117,33431,4307,15337,19644
117,101,20439,8433,16132,24565
112,111,23036,4780,15970,20751
111,99,21879,8878,17099,25977
99,97,28497,12696,19619,32315
115,32,8459,1114,18821,19935
115,32,8459,6257,18821,5143
118,101,2415,1758,18417,20175
118,101,2415,8671,18417,6913
101,99,17928,6567,9257,15824
99,101,7261,6038,693,6732
101,115,21952,8963,15913,24876
115,32,17021,6842,8058,14899
32,115,13085,8661,6243,14905
115,97,22467,14299,13805,28104
97,108,21442,3236,7144,10379
108,101,16920,9974,13684,23658
101,110,19537,2827,9563,12390
110,32,33612,5538,24965,30503
32,99,13689,12302,8151,20452
99,111,17134,6843,4832,11675
111,110,26671,3946,19828,23773
110,32,16937,9383,12991,22374
101,114,20921,6671,11858,18529
114,115,23903,10545,17232,27778
115,115,22066,10772,10382,21154
115,112,29393,6247,18621,24868
112,101,8360,8165,2113,10278
101,114,19439,8362,11274,19636
114,115,24595,10767,16234,27001
61,61,20117,9562,10478,20040
61,61,36146,12588,26583,39171
61,61,23259,8867,10672,19539
61,61,18531,7356,9663,17020
61,61,18330,6044,10974,17018
61,61,16726,7953,10682,18635
61,61,17623,11174,9670,20844
61,61,19125,10582,7951,18533
112,101,13979,9773,8555,18328
101,114,20146,7156,10373,17528
114,115,26291,6034,19136,25170
115,111,9759,5540,3724,9265
111,110,25784,4633,20243,24876
110,97,9557,10486,4924,15409
97,115,22862,8466,12377,20843
115,32,33538,5444,25072,30517
32,113,43528,12373,38083,50457
113,117,17397,6151,5024,11175
117,101,8965,9171,2814,11985
101,32,14600,6855,5429,12284
32,110,18329,5869,11474,17343
110,111,21957,5851,16088,21938
111,32,21647,7257,15796,23053
99,111,7351,4234,21348,25582
99,111,7351,10474,21348,6240
111,110,24885,10160,14411,24571
110,111,22538,8270,12379,20649
111,99,10998,9660,2727,12387
99,101,29998,10183,20338,30521
101,32,11520,10039,1337,11376
121,32,43610,9706,29299,39005
115,111,18949,6023,6460,12483
111,121,31494,5766,25471,31237
121,32,27909,5839,22143,27982
32,97,39093,13179,33254,46433
108,103,21447,10081,3317,13398
103,117,25999,6033,15919,21952
117,105,20934,6854,14901,21755
105,101,13493,7865,6639,14504
101,110,15000,5344,7135,12479
110,32,20648,7265,15304,22569
32,113,17033,15002,9768,24770
113,117,18922,13802,3920,17722
117,101,27592,12091,13790,25880
101,32,43808,10079,31717,41797
110,111,23411,4942,17817,22759
111,32,22665,6973,17724,24697
115,117,10769,1754,19199,20953
115,117,10769,5148,19199,3394
117,101,16017,8567,10869,19437
101,108,11179,7259,2612,9871
108,101,12293,7856,5034,12890
101,32,12580,7762,4725,12486
32,100,13495,6957,5734,12690
100,97,28114,12279,21158,33437
97,114,12973,4549,694,5243
114,115,15816,7658,11267,18925
115,101,19534,8675,11875,20550
101,32,10776,7257,2102,9359
32,112,25481,4641,18223,22864
112,111,20845,8571,16204,24775
111,114,38674,7355,30103,37458
118,101,10760,7652,4965,12617
101,110,15107,7449,7454,14904
110,115,16711,11083,9262,20345
115,105,11773,5856,690,6546
105,100,14321,9973,8465,18438
100,97,28595,12397,18621,31018
97,32,22648,7963,10251,18214
97,32,4129,4634,17222,21856
97,32,4129,6951,17222,2316
32,108,23456,5450,16505,21955
108,97,10578,14710,5128,19838
97,32,20142,8673,5432,14105
32,112,31627,7258,22954,30212
112,114,25188,9364,17930,27294
114,105,29089,4748,19724,24472
105,109,24775,5946,20027,25973
109,101,11280,8161,5334,13495
101,114,18636,9873,10475,20348
97,32,13097,1201,41895,43095
97,32,13097,8755,41895,7554
115,111,8257,4530,25986,30517
115,111,8257,5939,25986,1409
111,121,26789,6847,20850,27696
121,32,58813,7756,51966,59722
32,117,23160,5341,15404,20745
117,110,21372,6937,16031,22968
110,97,30790,13198,23853,37050
97,32,15206,5860,2008,7868
32,112,27094,5851,21235,27086
112,101,13294,9567,7444,17011
101,114,21150,8464,11583,20047
114,115,25471,11178,17007,28185
115,111,15706,6956,4527,11483
111,110,31729,6048,24773,30821
110,97,19956,14388,13908,28296
97,32,15993,6253,1606,7859
32,109,32026,5947,25773,31721
109,117,27397,4955,21450,26405
117,121,16506,7360,11551,18911
32,115,7145,2687,24472,27158
32,115,7145,9770,24472,7083
115,101,21850,10387,12080,22467
101,110,11075,5445,688,6133
110,115,45226,9366,39781,49147
115,98,37569,5232,28203,33435
98,108,31614,10480,26382,36862
108,101,24267,9069,13787,22856
61,61,20540,8364,12275,20639
61,61,19337,10878,9766,20645
61,61,20044,4447,9165,13612
97,110,22036,7353,7955,15309
110,116,26985,4945,19631,24576
116,101,15207,9276,10262,19538
101,32,23673,6850,14397,21247
108,97,17321,11288,5432,16720
97,115,23265,9678,11978,21656
115,32,12889,6451,3211,9663
32,105,24493,3814,18042,21856
105,110,21538,5437,17724,23161
110,106,18926,3936,13489,17424
106,117,16213,7263,12277,19540
117,115,19445,8359,12182,20541
115,116,9056,4338,697,5035
116,105,26390,4942,22052,26994
105,99,15404,10584,10462,21046
99,105,13490,6457,2906,9362
105,97,26191,13401,19734,33135
97,115,25194,9759,11793,21552
115,32,14281,8866,4522,13388
97,110,7151,2415,15913,18328
97,110,7151,7852,15913,5437
110,116,25687,6741,17835,24576
116,101,13384,9168,6643,15810
101,32,13595,9285,4427,13712
108,111,27386,6851,18423,25274
111,115,18432,11686,11581,23267
115,32,21670,8243,9984,18228
32,100,25778,8038,17534,25573
100,111,10573,6816,2535,9351
111,108,23247,7456,16431,23887
108,111,21658,6540,14202,20742
111,114,18524,7461,11984,19445
114,101,20065,8539,12604,21143
101,115,25655,5445,17116,22561
115,32,6166,9147,720,9867
32,100,14243,7090,5096,12186
101,32,1641,5726,12511,18237
101,32,1641,7645,12511,1918
32,111,23963,6843,16318,23161
111,116,34719,5062,27876,32938
116,114,15916,8261,10854,19115
114,97,10283,9169,2022,11191
97,115,20742,9665,11573,21238
115,32,10359,6053,694,6747
32,112,31026,6243,24974,31217
112,101,10869,10294,4625,14920
101,114,20749,8967,10455,19422
114,115,26714,9946,17747,27693
115,111,12866,8057,2920,10977
111,110,28218,4914,20161,25075
110,97,9648,8503,4734,13237
97,115,19231,11091,10727,21818
115,32,19839,5561,8749,14310
32,121,22353,4237,16791,21028
121,32,21357,7156,17120,24276
32,113,9263,13902,2107,16009
113,117,17230,6447,3328,9775
117,101,14796,8664,8349,17014
101,32,14101,7052,5437,12489
32,115,16405,8261,9353,17614
101,32,4950,3318,19253,22570
101,32,4950,6899,19253,3581
112,114,15507,3226,45566,48792
112,114,15507,8560,45566,5334
114,101,25670,6456,17110,23566
101,111,9564,5650,3109,8759
111,99,24475,11589,18825,30414
99,117,12499,4424,910,5334
117,112,25564,6257,21140,27398
112,97,12987,12799,6729,19528
97,32,21662,5340,8863,14204
32,109,20335,5750,14994,20744
109,117,20164,5725,14415,20139
99,104,6631,5546,15198,20744
99,104,6631,6603,15198,1057
104,111,23879,5842,17276,23118
111,32,22651,7055,16809,23864
32,112,29337,8035,22281,30316
112,111,25455,5433,17421,22854
111,114,21853,10574,16420,26994
114,32,13586,8569,3011,11580
32,115,23270,13503,14701,28204
115,117,14211,5659,708,6367
117,32,23855,8260,18196,26456
32,102,22766,10066,14506,24572
102,97,29907,12813,19841,32654
97,109,13996,7055,1184,8239
109,105,23262,4938,16207,21145
105,108,20842,6854,15904,22758
108,105,17320,6554,10466,17020
97,32,12588,1181,26782,27964
97,32,12588,8476,26782,7295
32,109,21053,6346,12577,18923
109,101,14497,7865,8151,16016
101,32,8837,7593,972,8565
32,103,22890,6147,15298,21445
103,117,19740,9263,13593,22856
117,115,10766,14415,1503,15918
115,116,20972,5834,6557,12391
116,97,18418,9663,12584,22246
97,32,20639,8862,10977,19839
116,101,10457,9773,5728,15501
110,101,9265,1177,17621,18798
110,101,9265,7858,17621,6681
114,32,7958,1418,22455,23873
114,32,7958,6653,22455,5235
32,101,19468,11961,12816,24777
101,108,24446,5236,12484,17721
108,32,21455,8859,16219,25077
32,99,16912,11685,8053,19738
99,111,13088,5238,1404,6642
111,110,45732,6148,40493,46641
110,116,11171,6447,5023,11471
116,114,20052,12178,13605,25782
114,111,12939,8922,762,9683
111,108,25434,8649,16512,25161
108,32,26570,9481,17920,27402
100,101,19654,9150,11397,20547
101,32,10969,7542,1818,9360
32,116,42583,11792,35041,46833
116,111,31924,6471,20131,26602
111,100,13296,9875,6825,16700
100,111,14597,5855,4722,10577
111,32,23973,6857,18118,24975
32,99,15710,11900,8853,20753
99,97,40128,9728,28228,37955
97,115,22414,9169,12687,21856
115,105,18343,4627,9174,13801
105,32,23259,6652,18632,25284
32,115,9563,11276,2911,14187
115,105,16101,5548,4826,10374
105,101,10774,8774,5226,14000
101,109,11798,5839,3024,8863
109,112,23359,5741,17520,23261
112,114,16712,8696,10971,19667
114,101,22052,9273,13356,22629
101,32,13493,7765,4221,11985
32,121,26193,6345,18428,24773
121,32,21748,7555,15403,22959
109,101,17899,9775,8749,18524
101,32,17118,6554,7343,13897
32,100,9572,8163,3018,11181
100,97,22859,8667,14696,23363
97,32,9569,9974,902,10876
32,99,15939,10251,5965,16216
99,111,22322,12423,12071,24494
111,114,32942,8062,20519,28581
114,97,31920,11199,23858,35057
97,106,17538,5931,6338,12269
106,101,18212,8997,12281,21277
101,32,11981,10180,2984,13164
101,32,23561,10284,12875,23160
32,105,37566,4232,27282,31514
105,109,21858,1310,17626,18936
109,112,28808,4241,27498,31739
112,111,23060,8053,18819,26873
111,116,50747,5747,42694,48440
116,101,21853,9475,16107,25582
101,110,15913,6754,6437,13192
110,99,15410,9572,8655,18228
99,105,10489,5728,916,6645
105,97,23053,9770,17325,27094
97,115,22146,7075,12376,19452
115,32,44833,8242,24688,32930
32,99,17300,10379,9058,19437
99,117,11475,5250,1096,6346
117,97,26901,12997,21651,34649
97,110,18526,6448,5529,11977
110,100,17924,8177,11476,19653
100,111,9166,5945,989,6933
111,32,42399,7460,36455,43914
32,110,22963,6243,15504,21746
111,32,36461,9572,23663,33235
32,112,27099,5236,17528,22764
112,117,28702,1824,23466,25289
117,101,13986,8867,12162,21029
101,100,28409,7971,19542,27513
100,101,23558,9576,15587,25163
101,32,14813,9466,5237,14703
32,115,23160,7658,13694,21352
115,101,17714,10289,10055,20344
101,114,20853,8682,10564,19246
114,32,13596,6251,4914,11165
32,97,22651,11792,16401,28193
97,115,22660,9779,10868,20647
115,105,13698,7056,3919,10975
44,32,27400,7044,19141,26185
32,97,17324,12985,10281,23265
97,117,17427,4821,4442,9263
110,113,6649,1129,23262,24390
110,113,6649,14002,23262,12873
113,117,17329,5439,3327,8766
117,101,15306,9164,9868,19032
101,32,12281,6850,3117,9966
115,105,19329,7355,5025,12380
105,32,25081,7882,17725,25608
32,101,15502,7860,7619,15479
101,110,8659,5643,799,6442
110,116,23463,5748,17821,23568
116,105,23171,7552,17423,24975
105,101,11781,8964,4228,13192
101,110,12477,5748,3513,9261
100,111,7668,2664,21063,23727
100,111,7668,6238,21063,3575
111,32,30423,7129,24185,31315
32,99,44800,10775,37671,48446
99,117,26903,6842,16128,22970
117,97,13274,12490,6432,18922
97,110,13318,6625,828,7453
110,100,15781,8873,9156,18030
100,111,11382,5342,2508,7850
111,32,25285,7853,19942,27795
32,101,12691,7162,4839,12000
115,116,11409,1077,27207,28284
115,116,11409,8024,27207,6947
116,111,32495,8258,24471,32729
111,121,52573,5134,44315,49449
32,109,49342,5170,42804,47974
109,97,19447,15408,14277,29685
108,32,27071,4257,20329,24585
32,109,45247,1911,40991,42902
109,101,12869,9270,10958,20228
101,32,11786,7353,2516,9869
32,99,14700,11688,7347,19035
99,117,13397,5043,1709,6752
117,101,49760,6639,44717,51356
101,115,18213,10278,11573,21852
115,116,13196,5638,2918,8556
32,97,21757,12391,14669,27060
97,99,33127,5150,20736,25885
99,101,15526,6334,10376,16711
101,112,49857,12882,43522,56405
112,116,45936,6417,33054,39471
116,97,10741,11085,4325,15409
97,114,12282,5144,1197,6341
114,108,37275,7457,32131,39588
108,111,17523,6340,10066,16406
111,32,25267,6453,18928,25380
32,112,23079,7856,16627,24483
112,117,29496,5340,21639,26980
117,98,23062,5337,17722,23059
98,108,27591,6249,22253,28503
